partnership_id,parent_id,analyst,new_or_legacy,primary_mission,sub_mission,partnership_year,partnership_type,level_of_commitment,relationship_type,business_model,mission_type,partnership_strength,asset_name,cocom_1,country_1,org_type_1,organization_1,company_1,cocom_2,country_2,org_type_2,organization_2,company_2,link_1,link_2,link_3
Addvalue-SmartDots Partnership,Addvalue-SmartDots Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2020,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Addvalue,USSOUTHCOM,Chile,Industry,,SmartDots,https://www.addvaluetech.com/wp-content/uploads/2020/10/AVT-PR_on_Chile_IoT-M2M_Project_091020.pdf,,
Addvalue-Thuraya Partnership,Addvalue-Thuraya Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2018,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Addvalue,USCENTCOM,United Arab Emirates,Industry,,Thuraya,https://www.addvaluetech.com/wp-content/uploads/2018/06/AVT-Press_Release-Thuraya_Addvalue_Gain_Access_to_Russian_Maritime_Market.pdf,,
Addvalue-Viasat Memorandum of Agreement,Addvalue-Viasat Memorandum of Agreement,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2015,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Addvalue,USNORTHCOM,United States,Industry,,Viasat,https://www.addvaluetech.com/wp-content/uploads/2018/06/AVT-Press_Release_on_MOA_with_ViaSat-_231115.pdf,,
Addvalue-Zhongyou Partnership,Addvalue-Zhongyou Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,B2B,Commercial,3.0,,USINDOPACOM,Singapore,Industry,,Addvalue,USINDOPACOM,China,Industry,,Zhongyou Century Technology,https://www.addvaluetech.com/wp-content/uploads/2018/06/AVT-PR_Addvalue_inked_new_deal_with_Zhongyou_180618.pdf,,
ADR - ISRA Chandrayaan-3 Ball Bearing Manufacturing Contract 2023,ADR - ISRA Chandrayaan-3 Ball Bearing Manufacturing Contract 2023,DS,New,Science & Exploration,Lunar,2023,Transactions,Low,Transaction,B2G,Civil,3.0,,USEUCOM,France,Industry,,ADR,USINDOPACOM,India,Government,Indian Space Research Organisation (ISRO),,https://www.adr-alcen.com/en/news,,
Advanced Navigation-Intuitive Machines Boreas X90 B2B 2023,Advanced Navigation-Intuitive Machines Boreas X90 B2B 2023,,Legacy,Science & Exploration,Lunar,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Australia,Industry,,Advanced Navigation,USNORTHCOM,United States,Industry,,Intuitive Machines,https://www.space.gov.au/news-and-media/navigating-distant-frontiers-ai-and-quantum-technology,https://www.advancednavigation.com/news/press-release/first-australian-company-to-reach-the-moon/,
Advantech Wireless-Gazprom Partnership,Advantech Wireless-Gazprom Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2013,Transactions,High,Transaction,B2B,Commercial,4.0,,USNORTHCOM,Canada,Industry,,Advantech Wireless,USEUCOM,Russia,Industry,,Gazprom Space Systems,https://advantechwireless.com/advantech-wireless-successfully-deployed-dvb-rcs-discovery-300-hub-to-ojsc-gazprom-space-systems-gss/,,
adwaisEO-EODAS Operations for ESA,adwaisEO-EODAS Operations for ESA,,Legacy,Space Sensing,ISR & Remote Sensing,2016,Transactions,Low,Transaction,B2G,Civil,3.0,,USEUCOM,Luxembourg,Industry,,adwaisEO,USEUCOM,European Union,Government,European Space Agency (ESA),,https://www.adwaiseo.eu/en/blog/ebrc-and-adwaiseo-partners-in-data/,,
adwaisEO-MOi Copernicus Marine Environment Monitoring Service,adwaisEO-MOi Copernicus Marine Environment Monitoring Service,,Legacy,Space Sensing,Environmental Monitoring,2015,Transactions,Low,Transaction,B2G,Civil,3.0,,USEUCOM,France,Government,Mercator Ocean International (MOi),,USEUCOM,Luxembourg,Industry,,adwaisEO,https://www.adwaiseo.eu/en/copernicus/,,
AEB-ACE Space Cooperation MOU,AEB-ACE Space Cooperation MOU,,Legacy,Not Specified,Not Specified,2002,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Chile,Government,Chilean Space Agency (ACE),,https://web.archive.org/web/20190703180030/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/chile/,,
"AEB-ACE Space Cooperation MOU, 1990","AEB-ACE Space Cooperation MOU, 1990",,Legacy,Not Specified,Not Specified,1990,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Chile,Government,Chilean Space Agency (ACE),,https://web.archive.org/web/20190703180030/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/chile/,,
AEB-AEC Student Internship 2022,AEB-AEC Student Internship 2022,JF,New,Not Specified,Not Specified,2022,Personnel Exchanges,Low,Cooperative,G2G,Civil,4.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Colombia,Government,Colombian Space Agency (AEC),,https://www.gov.br/aeb/pt-br/assuntos/noticias/colombianas-concluem-estagio-fruto-de-parceria-entre-a-aeb-e-a-aec,,
AEB-ASA ISECG Expanded Membership,ISECG Membership,,Legacy,Science & Exploration,Interplanetary,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,Australia,Government,Australian Space Agency (ASA),,https://www.nasa.gov/humans-in-space/international-space-exploration-coordination-group/; https://www.globalspaceexploration.org/wordpress/wp-content/uploads/2013/10/Global-Exploration-Strategy-framework-for-coordination.pdf,,
AEB-ASI ISECG Expanded Membership,ISECG Membership,,Legacy,Science & Exploration,Interplanetary,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,Italy,Government,Italian Space Agency (ASI),,https://www.nasa.gov/humans-in-space/international-space-exploration-coordination-group/; https://www.globalspaceexploration.org/wordpress/wp-content/uploads/2013/10/Global-Exploration-Strategy-framework-for-coordination.pdf,,
AEB-ASI LoI,AEB-ASI LoI,,Legacy,Not Specified,Not Specified,2008,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,Italy,Government,Italian Space Agency (ASI),,https://web.archive.org/web/20190703180044/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/italia/,,
"AEB-AWS Announcement Renewal, 2023","AEB-AWS Announcement Renewal, 2023",JF,New,SATCOM & PNT,SATCOM & Data Transport,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2G,Commercial,2.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USNORTHCOM,United States,Industry,,Amazon Web Services (AWS),https://www.gov.br/aeb/pt-br/assuntos/noticias/aeb-recebe-aws-para-dar-continuidade-as-atividades-voltadas-para-o-crescimento-da-industria-espacial-brasileira,,
AEB-AWS Strategic Intent Statement,AEB-AWS Strategic Intent Statement,,Legacy,Not Specified,Not Specified,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2G,Civil,2.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USNORTHCOM,United States,Industry,,Amazon Web Services (AWS),https://www.geekwire.com/2022/amazon-web-services-partners-with-brazils-space-agency-to-boost-business-on-the-final-frontier/,,
AEB-CNES Balloons Coordination,AEB-CNES Balloons Coordination,,Legacy,Science & Exploration,Orbital,2007,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
"AEB-CNES Coordination, 2008","AEB-CNES Coordination, 2008",,Legacy,Not Specified,Not Specified,2008,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES COROT Coordination,AEB-CNES COROT Coordination,,Legacy,Science & Exploration,Interplanetary,2005,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,COROT,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES GPM Coordination,AEB-CNES GPM Coordination,,Legacy,Not Specified,Not Specified,2008,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,GPM,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES ISECG Expanded Membership,ISECG Membership,,Legacy,Science & Exploration,Interplanetary,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://www.nasa.gov/humans-in-space/international-space-exploration-coordination-group/; https://www.globalspaceexploration.org/wordpress/wp-content/uploads/2013/10/Global-Exploration-Strategy-framework-for-coordination.pdf,,
AEB-CNES Launch Agreement for Ariane,AEB-CNES Launch Agreement for Ariane,,Legacy,Assured Access to Space,Launch,1982,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190815151651/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/agencia-espacial-europeia-esa/,,
AEB-CNES Launch Agreement for Soyuz Data,AEB-CNES Launch Agreement for Soyuz Data,,Legacy,Assured Access to Space,Launch,2011,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES MMP Coordination,AEB-CNES MMP Coordination,,Legacy,Not Specified,Not Specified,2008,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES MOU,AEB-CNES MOU,,Legacy,Not Specified,Not Specified,1995,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES MOU on Balloons,AEB-CNES MOU on Balloons,,Legacy,Not Specified,Not Specified,2004,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES MOU on Microsats,AEB-CNES MOU on Microsats,,Legacy,Not Specified,Not Specified,1996,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES MOU on Minisats,AEB-CNES MOU on Minisats,,Legacy,Not Specified,Not Specified,1995,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNES Training Agreement,AEB-CNES Training Agreement,,Legacy,Not Specified,Not Specified,2013,Personnel Exchanges,Low,Cooperative,G2G,Civil,4.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USEUCOM,France,Government,French Space Agency (CNES),,https://web.archive.org/web/20190910003629/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/franca,,
AEB-CNSA BRICS Remote Sensing Agreement 2021,ISECG Orginal Membership 2007,JF,New,Space Sensing,ISR & Remote Sensing,2021,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,China National Space Administration (CNSA),,http://antigo.inpe.br/institucional/sobre_inpe/relacoes_institucionais/cooperacoes_internacionais_vigentes.php,,
AEB-CNSA BRICS Remote Sensing Meeting 2023,BRICS Remote Sensing Meeting 2023,JF,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,China National Space Administration (CNSA),,https://www.gov.br/aeb/pt-br/assuntos/noticias/aeb-participa-da-2a-reuniao-do-comite-conjunto-da-constelacao-de-satelites-de-sensoriamento-remoto-do-brics,,
AEB-CNSA ISECG Expanded Membership,ISECG Membership,,Legacy,Science & Exploration,Interplanetary,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,China National Space Administration (CNSA),,https://www.nasa.gov/humans-in-space/international-space-exploration-coordination-group/; https://www.globalspaceexploration.org/wordpress/wp-content/uploads/2013/10/Global-Exploration-Strategy-framework-for-coordination.pdf,,
AEB-CNSA Meeting 2013,AEB-CNSA Meeting 2013,GJ,New,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,China National Space Administration (CNSA),,https://www.cnsa.gov.cn/english/n6465668/n6465670/c6478953/content.html,,
"AEB-CNSA Meetings during IAC, 2023","AEB-CNSA Meetings during IAC, 2023",JF,New,Space Sensing,ISR & Remote Sensing,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,CBERS,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,China National Space Administration (CNSA),,https://www.gov.br/aeb/pt-br/assuntos/noticias/aeb-reune-se-com-instituicoes-internacionais-durante-o-iac-2023,,
AEB-CNSA Remote Sensing Agreement,AEB-CNSA Remote Sensing Agreement,,Legacy,Space Sensing,ISR & Remote Sensing,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,China National Space Administration (CNSA),,https://web.archive.org/web/20190703180235/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/china-2/,,
"AEB-CNSA Space Agreement, 2003","AEB-CNSA Space Agreement, 2003",,Legacy,Not Specified,Not Specified,2003,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USINDOPACOM,China,Government,Chinese Academy of Sciences (CAS),,https://web.archive.org/web/20190703180235/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/china-2/,,
AEB-CONAE 1996 Framework Agreement,AEB-CONAE 1996 Framework Agreement,,Legacy,Not Specified,Not Specified,1996,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
AEB-CONAE Aquarius Agreement,AEB-CONAE Aquarius Agreement,,Legacy,Space Sensing,ISR & Remote Sensing,2005,Cooperative RDT&E,High,Cooperative,G2G,Civil,8.0,Aquarius,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
AEB-CONAE Bilateral Cooperation Meeting 2023,AEB-CONAE Bilateral Cooperation Meeting 2023,JF,New,Space Sensing,ISR & Remote Sensing,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://www.gov.br/aeb/pt-br/assuntos/noticias/aeb-e-conae-se-reunem-para-coordenar-acoes-de-cooperacao-bilateral,,
AEB-CONAE Ground Systems Agreement,AEB-CONAE Ground Systems Agreement,,Legacy,Not Specified,Not Specified,1998,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
AEB-CONAE ISR Agreement,AEB-CONAE ISR Agreement,,Legacy,Space Sensing,Environmental Monitoring,2005,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,SAOCOM,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
AEB-CONAE On Orbit Tech Agreement,AEB-CONAE On Orbit Tech Agreement,,Legacy,Not Specified,Not Specified,2008,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,SABIA-Mar,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
AEB-CONAE SABIA-Mar Co-Dev't Agreement,AEB-CONAE SABIA-Mar Co-Dev't Agreement,,Legacy,Space Sensing,Environmental Monitoring,2014,Cooperative RDT&E,High,Cooperative,G2G,Civil,8.0,SABIA-Mar,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
AEB-CONAE SAOCOM Agreement,AEB-CONAE SAOCOM Agreement,,Legacy,Space Sensing,ISR & Remote Sensing,2006,Co-Production,High,Cooperative,G2G,Civil,9.0,SAOCOM,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,USSOUTHCOM,Argentina,Government,Comisión Nacional de Actividades Espaciales (CONAE),,https://web.archive.org/web/20190703180020/http://www.aeb.gov.br/programa-espacial-brasileiro/cooperacao-internacional/argentina/,,
